Index,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
2,jut44,Fri 23 December 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
3,jut44,Fri 23 December 2022 ,Tucson,Arizona,United States ,After sunset,clear,hazy,Not Seen,not sought,not sought,not seen,not sought
4,jut44,Sat 24 December 2022 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
5,jut44,Sat 24 December 2022 ,باتنة,باتنة,Algeria ,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
6,jut44,Sat 24 December 2022 ,Canberra,ACT,Australia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
7,jut44,Sat 24 December 2022 ,عيسى,الجنوبية,Bahrain ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
8,jut44,Sat 24 December 2022 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
9,jut44,Sat 24 December 2022 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
10,jut44,Sat 24 December 2022 ,طنطا ,الغربية,Egypt ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
11,jut44,Sat 24 December 2022 ,SUKUTA SABIJI ,SEREKUNDA ,Gambia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
12,jut44,Sat 24 December 2022 ,Adony,Fejer,Hungary ,After sunset,partly cloudy,clear,Seen,not sought,seen,not sought,not sought
13,jut44,Sat 24 December 2022 ,Barus,North Sumatera,Indonesia ,After sunset,clear,clear,Seen,seen,not sought,seen,seen
14,jut44,Sat 24 December 2022 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
15,jut44,Sat 24 December 2022 ,انواكشوط ,تفرغ زينة ,Mauritania ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
16,jut44,Sat 24 December 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
17,jut44,Sat 24 December 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,jut44,Sat 24 December 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
19,jut44,Sat 24 December 2022 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,seen
20,jut44,Sat 24 December 2022 ,نزوى,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,seen
21,jut44,Sat 24 December 2022 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,not sought,not sought,seen,seen
22,jut44,Sat 24 December 2022 ,جبل نزوى,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,seen
23,jut44,Sat 24 December 2022 ,لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
24,jut44,Sat 24 December 2022 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
25,jut44,Thu 22 December 2022 ,قم,قم,Iran ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
26,jut44,Thu 22 December 2022 ,طنجة,طنجة,Morocco ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,not sought,seen
27,jut44,Thu 22 December 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
28,jut44,Thu 22 December 2022 ,دبي,دبي,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
0,raj44,Sun 22 January 2023 ,باتنة,باتنة,Algeria ,After sunset,totally cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
1,raj44,Sun 22 January 2023 ,كدية الشوف - القرارة,غرداية,Algeria ,After sunset,partly cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
2,raj44,Sun 22 January 2023 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Seen by others,seen,not sought,not sought,not sought
3,raj44,Sun 22 January 2023 ,Sydney,NSW,Australia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
4,raj44,Sun 22 January 2023 ,Calgary,AB,Canada ,After sunset,clear,superb,Seen,not seen,not sought,seen,seen
5,raj44,Sun 22 January 2023 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
6,raj44,Sun 22 January 2023 ,طنطا,الغربية,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
7,raj44,Sun 22 January 2023 ,الجيزة ,الجيزة ,Egypt ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
8,raj44,Sun 22 January 2023 ,SUKUTA SABIJI,SEREKUNDA,Gambia ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
9,raj44,Sun 22 January 2023 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
10,raj44,Sun 22 January 2023 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
11,raj44,Sun 22 January 2023 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
12,raj44,Sun 22 January 2023 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
13,raj44,Sun 22 January 2023 ,بغداد الجديدة ,بغداد ,Iraq ,After sunset,clear,clear,Not Seen,not sought,not sought,not seen,not sought
14,raj44,Sun 22 January 2023 ,Irbid,Irbid,Jordan ,Before sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
15,raj44,Sun 22 January 2023 ,ملندي,كليفي,Kenya ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
16,raj44,Sun 22 January 2023 ,انواكشوط ,تفرغ زينة ,Mauritania ,Before sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
17,raj44,Sun 22 January 2023 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Photographed,not seen,not sought,not sought,seen
18,raj44,Sun 22 January 2023 ,Kaduna ,Kaduna ,Nigeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
19,raj44,Sun 22 January 2023 ,القدس,القدس,Palestine ,After sunset,clear,clear,Seen by others,not seen,not sought,seen,not sought
20,raj44,Sun 22 January 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen by others,not seen,not sought,not sought,not sought
21,raj44,Sun 22 January 2023 ,أملج,أملج,Saudi Arabia ,After sunset,clear,clear,Seen,not sought,not sought,seen,seen
22,raj44,Sun 22 January 2023 ,Dhahran,Eastern,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
23,raj44,Sun 22 January 2023 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
24,raj44,Sun 22 January 2023 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,not sought,not sought,seen,seen
25,raj44,Sun 22 January 2023 ,نزوى,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,not seen,not seen,seen,seen
26,raj44,Sun 22 January 2023 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,not seen,seen,seen
27,raj44,Sun 22 January 2023 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
28,raj44,Sun 22 January 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
29,raj44,Sun 22 January 2023 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,very hazy,Seen by others,not sought,not sought,not sought,not sought
30,raj44,Mon 23 January 2023 ,باتنة,باتنة,Algeria ,After sunset,partly cloudy,superb,Seen,seen,seen,not sought,not sought
31,raj44,Mon 23 January 2023 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
32,raj44,Mon 23 January 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
33,raj44,Fri 20 January 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
34,raj44,Fri 20 January 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
35,raj44,Fri 20 January 2023 ,الإمارات العربية المتحدة ,دبي,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
36,raj44,Fri 20 January 2023 ,Blacksburg,Virginia,United States ,Before sunrise,partly cloudy,very hazy,Seen,not seen,seen,not sought,not sought
37,raj44,Sat 21 January 2023 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
38,raj44,Sat 21 January 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Not Seen,not sought,not sought,not sought,not sought
39,raj44,Sat 21 January 2023 ,دبي,دبي,Palestine ,After sunrise,clear,clear,Not Seen,not sought,not sought,not seen,not seen
40,raj44,Sat 21 January 2023 ,دبي,دبي,Palestine ,Before sunrise,clear,clear,Not Seen,not sought,not sought,not seen,not seen
0,sha44,Mon 20 February 2023 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,sha44,Mon 20 February 2023 ,الجيزة ,الجيزة ,Egypt ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,sha44,Mon 20 February 2023 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
3,sha44,Mon 20 February 2023 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
4,sha44,Mon 20 February 2023 ,انواكشوط ,تفرغ زينة ,Mauritania ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
5,sha44,Mon 20 February 2023 ,طنجة,طنجة,Morocco ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not seen
6,sha44,Mon 20 February 2023 ,"Al-Khoudh, Seeb",Muscat,Oman ,After sunset,clear,clear,Not Seen,not sought,not seen,not seen,not seen
7,sha44,Mon 20 February 2023 , دير بلوط,سلفيت,Palestine ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
8,sha44,Mon 20 February 2023 ,المهدية,المهدية,Tunisia ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
9,sha44,Mon 20 February 2023 ,نزوى ,دبي ,United Arab Emirates ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not seen,not seen
10,sha44,Mon 20 February 2023 ,الختم,أبوظبي,United Arab Emirates ,Before sunset,clear,clear,Not Seen,not sought,not sought,not sought,not seen
11,sha44,Mon 20 February 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
12,sha44,Mon 20 February 2023 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
13,sha44,Tue 21 February 2023 ,عيسى,الجنوبية,Bahrain ,Before sunset,partly cloudy,clear,Seen,not sought,not sought,seen,seen
14,sha44,Tue 21 February 2023 ,طنطا,الغربية,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,seen
15,sha44,Tue 21 February 2023 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,superb,Seen,seen,not sought,not sought,not sought
16,sha44,Tue 21 February 2023 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
17,sha44,Tue 21 February 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
18,sha44,Tue 21 February 2023 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
19,sha44,Tue 21 February 2023 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,seen,seen,seen,seen
20,sha44,Tue 21 February 2023 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
21,sha44,Tue 21 February 2023 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
22,sha44,Tue 21 February 2023 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
23,sha44,Sat 18 February 2023 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
24,sha44,Sat 18 February 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
25,sha44,Sat 18 February 2023 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
26,sha44,Sat 18 February 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
27,sha44,Sat 18 February 2023 ,Blacksburg,Virginia,United States ,Before sunrise,clear,hazy,Seen,seen,seen,not sought,not sought
28,sha44,Sun 19 February 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Not Seen,not seen,not sought,not sought,not sought
29,sha44,Sun 19 February 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,clear,Photographed,not sought,not seen,not seen,seen
30,sha44,Mon 20 February 2023 ,ديربلوط,سلفيت,United Arab Emirates ,Before sunrise,clear,clear,Not Seen,not seen,not sought,not sought,not sought
0,ram44,Tue 21 March 2023 ,الصليبية,الجهراء,Kuwait ,Before sunset,clear,clear,Not Seen,not seen,not seen,not seen,not sought
1,ram44,Wed 22 March 2023 ,سطيف,سطيف,Algeria ,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
2,ram44,Wed 22 March 2023 ,ڤمار,وادي سوف ,Algeria ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
3,ram44,Wed 22 March 2023 ,بئر ربعة شمال,ورقلة,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
4,ram44,Wed 22 March 2023 ,باتنـــــــــة,باتنــــة,Algeria ,After sunset,clear,hazy,Seen,seen,seen,not sought,seen
5,ram44,Wed 22 March 2023 ,عجاجة,ورقلة,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
6,ram44,Wed 22 March 2023 ,عين فكرون,أم البواقي,Algeria ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
7,ram44,Wed 22 March 2023 ,معسكر ,معسكر ,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
8,ram44,Wed 22 March 2023 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,seen
9,ram44,Wed 22 March 2023 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
10,ram44,Wed 22 March 2023 ,Sydney,NSW,Australia ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
11,ram44,Wed 22 March 2023 ,كرباباد,العاصمة,Bahrain ,After sunset,clear,clear,Seen,not seen,not sought,seen,seen
12,ram44,Wed 22 March 2023 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
13,ram44,Wed 22 March 2023 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
14,ram44,Wed 22 March 2023 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
15,ram44,Wed 22 March 2023 ,Kuala Tutong,Tutong,Brunei Darussalam ,After sunset,partly cloudy,clear,Seen,not seen,not sought,seen,seen
16,ram44,Wed 22 March 2023 ,القاهرة,القاهرة,Egypt ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
17,ram44,Wed 22 March 2023 ,Munich,Bavaria,Germany ,After sunset,partly cloudy,clear,Seen,not seen,seen,not sought,not sought
18,ram44,Wed 22 March 2023 ,Munich,Bavaria,Germany ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
19,ram44,Wed 22 March 2023 ,Tolna,Tolna,Hungary ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
20,ram44,Wed 22 March 2023 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Seen by others,not seen,not seen,not seen,not seen
21,ram44,Wed 22 March 2023 ,Barus,North Sumatera,Indonesia ,After sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
22,ram44,Wed 22 March 2023 ,Tapanuli Tengah,North Sumatera,Indonesia ,After sunset,partly cloudy,hazy,Seen,not seen,not sought,seen,seen
23,ram44,Wed 22 March 2023 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
24,ram44,Wed 22 March 2023 ,الحسينية,بغداد,Iraq ,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,not sought
25,ram44,Wed 22 March 2023 ,شط العرب,البصرة,Iraq ,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,seen
26,ram44,Wed 22 March 2023 ,الموصل,نينوى,Iraq ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not seen
27,ram44,Wed 22 March 2023 ,بغداد الجديدة ,بغداد ,Iraq ,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
28,ram44,Wed 22 March 2023 ,الأبرق السالمي,الجهراء,Kuwait ,After sunset,partly cloudy,hazy,Seen,seen,seen,seen,seen
29,ram44,Wed 22 March 2023 ,"Telok Kemang Observatory, Port Dickson,",Negeri Sembilan,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
30,ram44,Wed 22 March 2023 ,انواكشوط ,تفرغ زينة ,Mauritania ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
31,ram44,Wed 22 March 2023 ,نواكشوط,عرفات,Mauritania ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
32,ram44,Wed 22 March 2023 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
33,ram44,Wed 22 March 2023 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
34,ram44,Wed 22 March 2023 ,الرباط ,الرباط ,Morocco ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
35,ram44,Wed 22 March 2023 ,وزان ,جهة طنجة تطوان الحسيمة ,Morocco ,After sunset,clear,superb,Seen,seen,seen,not sought,seen
36,ram44,Wed 22 March 2023 ,Ilorin ,Kwara ,Nigeria ,After sunset,totally cloudy,clear,Seen,seen,not sought,not sought,not sought
37,ram44,Wed 22 March 2023 ,Sokoto ,Sokoto ,Nigeria ,After sunset,clear,clear,Seen by others,seen,not sought,not sought,not sought
38,ram44,Wed 22 March 2023 ,Al-Khoudh ,Muscat,Oman ,After sunset,clear,clear,Seen,not sought,not sought,seen,seen
39,ram44,Wed 22 March 2023 ,Muscat,Wilayat Bosher,Oman ,After sunset,partly cloudy,clear,Seen by others,not seen,not seen,not seen,not sought
40,ram44,Wed 22 March 2023 ,ديربلوط,سلفيت,Palestine ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
41,ram44,Wed 22 March 2023 ,القدس,القدس,Palestine ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not seen,not sought
42,ram44,Wed 22 March 2023 ,جدة,مكة المكرمة,Saudi Arabia ,After sunset,clear,clear,Seen,seen,not sought,seen,seen
43,ram44,Wed 22 March 2023 ,الظهران,الشرقيه,Saudi Arabia ,After sunset,clear,clear,Seen,not seen,seen,not sought,not sought
44,ram44,Wed 22 March 2023 ,السويرقيه,مهد الذهب,Saudi Arabia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
45,ram44,Wed 22 March 2023 ,Daressalaam,Tanzania,Tanzania ,After sunset,partly cloudy,hazy,Seen by others,seen,seen,not sought,not sought
46,ram44,Wed 22 March 2023 ,المهدية,المهدية,Tunisia ,After sunset,clear,clear,Seen,seen,not sought,not sought,seen
47,ram44,Wed 22 March 2023 ,حمام الأنف,بن عروس,Tunisia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
48,ram44,Wed 22 March 2023 ,دبي,دبي,United Arab Emirates ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
49,ram44,Wed 22 March 2023 ,جبل نزوى ,دبي ,United Arab Emirates ,After sunset,clear,clear,Seen,seen,seen,not sought,seen
50,ram44,Wed 22 March 2023 ,Khatim,Abu Dhabi,United Arab Emirates ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
51,ram44,Wed 22 March 2023 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,clear,superb,Seen,seen,seen,not sought,seen
52,ram44,Wed 22 March 2023 ,العين,العين,United Arab Emirates ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
53,ram44,Wed 22 March 2023 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,seen,seen,seen
54,ram44,Wed 22 March 2023 ,York,North Yorkshire,United Kingdom ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
55,ram44,Wed 22 March 2023 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
56,ram44,Wed 22 March 2023 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
57,ram44,Mon 20 March 2023 ,طنجة,طنجة,Morocco ,After sunrise,clear,clear,Photographed,not seen,not sought,not sought,seen
58,ram44,Mon 20 March 2023 ,طنجة,طنجة,Morocco ,After sunrise,clear,clear,Seen,seen,not sought,not sought,seen
59,ram44,Mon 20 March 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
60,ram44,Mon 20 March 2023 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,clear,superb,Seen,seen,seen,not sought,not sought
61,ram44,Mon 20 March 2023 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
62,ram44,Mon 20 March 2023 ,العين ,العين,United Arab Emirates ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
63,ram44,Tue 21 March 2023 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
64,ram44,Tue 21 March 2023 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
65,ram44,Tue 21 March 2023 ,العين,العين,Palestine ,Before sunrise,clear,superb,Not Seen,not sought,not sought,not sought,not sought
66,ram44,Tue 21 March 2023 ,Khatim,Abu Dhabi,Palestine ,After sunrise,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
0,shw44,Thu 20 April 2023 ,مغنية ,تلمسان,Algeria ,Before sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,shw44,Thu 20 April 2023 ,انتيسا - بني يزجن,غرداية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,shw44,Thu 20 April 2023 ,عجاجة,ورقلة,Algeria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
3,shw44,Thu 20 April 2023 ,عين فكرون,أم البواقي ,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not seen
4,shw44,Thu 20 April 2023 ,قمار,الوادي,Algeria ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
5,shw44,Thu 20 April 2023 ,مغنية ,تلمسان,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
6,shw44,Thu 20 April 2023 ,سطيف,سطيف,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
7,shw44,Thu 20 April 2023 ,باتنة,باتنة,Algeria ,After sunset,totally cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
8,shw44,Thu 20 April 2023 ,Sydney ,NSW,Australia ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
9,shw44,Thu 20 April 2023 ,طنطا,الغربية,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
10,shw44,Thu 20 April 2023 ,Munich,Bavaria,Germany ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
11,shw44,Thu 20 April 2023 ,Mumbai,MAHARASHTRA,India ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
12,shw44,Thu 20 April 2023 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
13,shw44,Thu 20 April 2023 ,Surakarta,Central Java,Indonesia ,Before sunset,clear,clear,Not Seen,not sought,not sought,not sought,not sought
14,shw44,Thu 20 April 2023 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
15,shw44,Thu 20 April 2023 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
16,shw44,Thu 20 April 2023 ,baghdad,حسينية الراشدية,Iraq ,Before sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
17,shw44,Thu 20 April 2023 ,بغداد,بغداد,Iraq ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
18,shw44,Thu 20 April 2023 ,البصرة,البصرة,Iraq ,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
19,shw44,Thu 20 April 2023 ,مالندي,Kilifi,Kenya ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
20,shw44,Thu 20 April 2023 ,بعلبك,البقاع,Lebanon ,After sunset,clear,clear,Not Seen,not sought,not seen,not seen,not seen
21,shw44,Thu 20 April 2023 ,طرابلس,طرابلس ,Libya ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
22,shw44,Thu 20 April 2023 ,طرابلس,المدينة,Libya ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
23,shw44,Thu 20 April 2023 ,telok kemang observatory ,negeri sembilan,Malaysia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
24,shw44,Thu 20 April 2023 ,نواكشوط,عرفات,Mauritania ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
25,shw44,Thu 20 April 2023 ,Curepipe,Plaine Wilhems,Mauritius ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
