Islamic Month,Date,Orig Location,Location,Latitude,Longitude,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
ram42,Mon 12 April 2021 ,"طنجة,طنجة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
ram42,Mon 12 April 2021 ,"وزان,جهة طنجة تطوان الحسيمة,Morocco","Ouazzane, Pachalik de Ouazzane باشوية وزان, Ouezzane Province, Tangier-Tetouan-Al Hoceima, Morocco",34.796757,-5.578493,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,After sunset,totally cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"الرباط,الرباط,Morocco","Rabat, باشوية الرباط, Rabat Prefecture, Rabat-Salé-Kénitra, Morocco",34.02236,-6.8340222,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Kathmandu,Bagmati,Nepal","Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 46000, Nepal",27.708317,85.3205817,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Ilorin,Kwara,Nigeria","Ilorin, Ilorin East, Kwara State, 240212, Nigeria",8.4963657,4.5480484,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"جزيرة مصيرة,جنوب الشرقية ,Oman","Al Masira, Ash Sharqiyah South Governorate, Oman",20.4292213,58.79551613422712,After sunset,clear,clear,Not Seen,not sought,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Yibal Kuff,AlZahirah,Oman",,,,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Al-Khoudh,Muscat,Oman","Oman Opticals, Al Khoudh A'Tijiary Street, Seeb, Muscat Governorate, 132, Oman",23.6333359,58.1999064,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not seen,not sought
ram42,Mon 12 April 2021 ,"العفولة,الشمال,Palestine",,,,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
ram42,Mon 12 April 2021 ,"الخليل,الخليل,Palestine","Hebron, Area H1, West Bank, 150, Palestinian Territories",31.528902,35.0944873,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not seen,not sought
ram42,Mon 12 April 2021 ,"أملج ,أملج ,Saudi Arabia","Umluj, Tabuk Province, Saudi Arabia",25.0302778,37.2622321,After sunset,clear,clear,Photographed,not seen,not sought,not seen,seen
ram42,Mon 12 April 2021 ,"السويرقيه,مهد الذهب,Saudi Arabia",,,,Before sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not seen
ram42,Mon 12 April 2021 ,"Colombo,Western Province,Sri Lanka","Colombo, Colombo District, Western Province, Sri Lanka",6.9388614,79.8542005,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"المهدية,المهدية,Tunisia","Mahdia, المهدية, معتمدية المهدية, Mahdia, 5129, Tunisia",35.5036811,11.0682429,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Sarıyer,İSTANBUL,Turkey","Sarıyer, Istanbul, Marmara Region, Turkey",41.1685803,29.0572623,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Mon 12 April 2021 ,"Abu Dhabi,Abu Dhabi,United Arab Emirates","Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4538352,54.3774014,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not seen
ram42,Mon 12 April 2021 ,"Abu Dhabi,Abu Dhabi,United Arab Emirates","Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4538352,54.3774014,Before sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not seen
ram42,Mon 12 April 2021 ,"York,North Yorkshire,United Kingdom","North York Moors National Park, North Yorkshire, Tees Valley, England, United Kingdom",54.37734155,-0.887986789570117,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
ram42,Mon 12 April 2021 ,"‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States",,,,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not seen,not sought
ram42,Mon 12 April 2021 ,"Blacksburg,Virginia,United States","Blacksburg, Montgomery County, Virginia, United States",37.2296566,-80.4136767,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
ram42,Mon 12 April 2021 ,"Tucson,Arizona,United States","Tucson, Pima County, Arizona, United States",32.2228765,-110.974847,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"باتنة,باتنة,Algeria","Batna, Batna district, Batna, Algeria",35.5544227,6.1767747,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"الكويف,تبسة,Algeria","El Kouif, El Kouif District, Tébessa, Algeria",35.500823,8.321967,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"ڨمار,وادي سوف ,Algeria",,,,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"Dhaka,Dhaka,Bangladesh","Dhaka, Dhaka Metropolitan, Dhaka District, Dhaka Division, 1215, Bangladesh",23.7644025,90.389015,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"القاهرة,القاهرة,Egypt","Cairo, Egypt",30.0443879,31.2357257,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"Mulhouse,ALSACE,France","Mulhouse, Haut-Rhin, Grand Est, Metropolitan France, France",47.7467233,7.3389937,After sunset,clear,superb,Seen,seen,seen,seen,seen
ram42,Tue 13 April 2021 ,"Moerlenbach,Hessen,Germany","Mörlenbach, Kreis Bergstraße, Hesse, 69509, Germany",49.5982679,8.7354401,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"Medan,North Sumatera,Indonesia","City of Medan, North Sumatra, Sumatra, Indonesia",3.5896654,98.6738261,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
ram42,Tue 13 April 2021 ,"Shahreza,Isfahan,Iran","Shahreza, Shahreza Central District, Shahreza County, Isfahan Province, 86139-74183, Iran",32.0116032,51.8651719,Before sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"الصدر,بغداد,Iraq","Second Al-Sadr District, Baghdad, Second Al-Sadr Municipality, Baghdad Governorate, 10057, Iraq",33.40253525,44.45616462442495,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"الزرقاء,الزرقاء,Jordan","Zarqa, Zarqa Sub-District, Zarqa Qasabah, Zarqa, Jordan",32.0668425,36.0885771,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"انواكشوط,عرفات,Mauritania","Wilaya Nouakchott-Sud ولاية انواكشوط الجنوبية, الطريق السريع روصو, Nouakchott, Arafat, Nouakchott, Nouakchott-Sud Region, Mauritania",18.061746,-15.9723187,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"بنسليمان ,بنسليمان,Morocco",,,,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"جزيرة مصيرة,جنوب الشرقية ,Oman","Al Masira, Ash Sharqiyah South Governorate, Oman",20.4292213,58.79551613422712,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"الخليل,الخليل,Palestine","Hebron, Area H1, West Bank, 150, Palestinian Territories",31.528902,35.0944873,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,not sought
ram42,Tue 13 April 2021 ,"المقيبلة,الشمال,Palestine",,,,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"المدينة المنورة ,المدينة المنورة,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"المهدية,المهدية,Tunisia","Mahdia, المهدية, معتمدية المهدية, Mahdia, 5129, Tunisia",35.5036811,11.0682429,After sunset,totally cloudy,hazy,Seen,seen,seen,seen,seen
ram42,Tue 13 April 2021 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"Dubai,Dubai,United Arab Emirates","Dubai, United Arab Emirates",25.2653471,55.2924914,After sunset,clear,hazy,Seen,seen,not sought,seen,not sought
ram42,Tue 13 April 2021 ,"Slough,Berkshire,United Kingdom","TPS Slough, Berkshire Avenue, Slough Trading Estate, Cippenham, Slough, England, SL1 4SZ, United Kingdom",51.52165415,-0.6173269499999982,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
ram42,Tue 13 April 2021 ,"‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States",,,,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
ram42,Tue 13 April 2021 ,"Blacksburg,Virginia,United States","Blacksburg, Montgomery County, Virginia, United States",37.2296566,-80.4136767,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
ram42,Sat 10 April 2021 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,After sunrise,clear,clear,Seen,not sought,not sought,seen,seen
ram42,Sat 10 April 2021 ,"المدينة المنورة ,المدينة المنورة ,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
ram42,Sat 10 April 2021 ,"Colombo ,Western Province,Sri Lanka","Colombo, Colombo District, Western Province, Sri Lanka",6.9388614,79.8542005,Before sunrise,clear,clear,Seen by others,seen,not sought,not sought,not sought
ram42,Sat 10 April 2021 ,"Tucson,Arizona,United States","Tucson, Pima County, Arizona, United States",32.2228765,-110.974847,Before sunrise,clear,superb,Seen,not sought,not seen,seen,not sought
ram42,Sun 11 April 2021 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,After sunrise,clear,clear,Photographed,not sought,not sought,not seen,seen
ram42,Sun 11 April 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
ram42,Sun 11 April 2021 ,"المدينة المنورة ,المدينة المنورة ,Indonesia","Rumah Makan Indonesia, Abu Obaida Amer Bin Al-jaraah Street, Badaah, Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.4727899,39.6091697,Before sunrise,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"باتنة,باتنة,Algeria","Batna, Batna district, Batna, Algeria",35.5544227,6.1767747,After sunset,clear,clear,Photographed,not seen,not seen,not sought,seen
shw42,Wed 12 May 2021 ,"بني يزقن,غرداية,Algeria","Beni Isguen, At Izjen, Bounoura, Bounoura District, Ghardaia, 47005, Algeria",32.4766445,3.6972382,After sunset,clear,clear,Seen,not seen,seen,not sought,not sought
shw42,Wed 12 May 2021 ,"الاغواط,الاغواط,Algeria","Laghouat, Laghouat District, Laghouat, Algeria",33.8063518,2.8808616,After sunset,partly cloudy,superb,Not Seen,not seen,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"ڨمار,وادي سوف ,Algeria",,,,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"عين فكرون,أم البواقي,Algeria","Aïn Fakroun, Aïn Fakroun District, Oum El Bouaghi, 04005, Algeria",35.94201865,6.872822337293369,After sunset,clear,clear,Photographed,not seen,not seen,not sought,seen
shw42,Wed 12 May 2021 ,"معسكر ,معسكر ,Algeria","Mascara, de Mascara District, Mascara, Algeria",35.394081,0.1379568,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"Sydney,NSW,Australia","Sydney, Blacktown City Council, New South Wales, Australia",-33.768528,150.9568559523945,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"مدينة عيسى,الجنوبية,Bahrain","Isa Town, Southern Governorate, 802, Bahrain",26.1741995,50.5473432,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
shw42,Wed 12 May 2021 ,"Tutong,Kg Keriam,Brunei Darussalam","Muara–Tutong Highway, Kampong Maraburong, Kampong Bukit Panggal, Mukim Keriam, Tutong District, TB2141, Brunei",4.8325267,114.7481484,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not seen
shw42,Wed 12 May 2021 ,"القاهرة,القاهرة,Egypt","Cairo, Egypt",30.0443879,31.2357257,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"Medan,Sumatera Utara,Indonesia","City of Medan, North Sumatra, Sumatra, Indonesia",3.5896654,98.6738261,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not seen,not sought
shw42,Wed 12 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
shw42,Wed 12 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunset,partly cloudy,hazy,Seen by others,not sought,not sought,not sought,not seen
shw42,Wed 12 May 2021 ,"Shahreza,Isfahan,Iran","Shahreza, Shahreza Central District, Shahreza County, Isfahan Province, 86139-74183, Iran",32.0116032,51.8651719,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"قم,قم,Iran","Qom, Qom Central District, Qom County, Qom Province, Iran",34.6422939,50.8801184,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
shw42,Wed 12 May 2021 ,"إربد,إربد,Jordan","River Jordan, Irbid, Jordan",32.3635964,35.561242,After sunset,clear,superb,Not Seen,not seen,not seen,not seen,not seen
shw42,Wed 12 May 2021 ,"عين الباشا,السلط,Jordan",,,,After sunset,clear,clear,Not Seen,not seen,not seen,not seen,not seen
shw42,Wed 12 May 2021 ,"وادي رم,العقبة,Jordan","Wadi Rum, Jordan Trail, Aqaba Sub-District, Aqaba Qasabah District, Aqaba, Jordan",29.5084443,35.3362154,After sunset,clear,clear,Seen,not seen,not sought,seen,seen
shw42,Wed 12 May 2021 ,"انواكشوط,عرفات,Mauritania","Wilaya Nouakchott-Sud ولاية انواكشوط الجنوبية, الطريق السريع روصو, Nouakchott, Arafat, Nouakchott, Nouakchott-Sud Region, Mauritania",18.061746,-15.9723187,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"بنسليمان ,بنسليمان,Morocco",,,,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"طنجة,طنجة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Wed 12 May 2021 ,"المحمدية,سيدي موسى ابن علي,Morocco",,,,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
shw42,Wed 12 May 2021 ,"الخليل,الخليل,Palestine","Hebron, Area H1, West Bank, 150, Palestinian Territories",31.528902,35.0944873,After sunset,clear,clear,Not Seen,not sought,not sought,not seen,not sought
shw42,Wed 12 May 2021 ,"أملج,أملج,Saudi Arabia","Umluj, Tabuk Province, Saudi Arabia",25.0302778,37.2622321,Before sunset,clear,hazy,Photographed,not sought,not sought,not seen,seen
shw42,Wed 12 May 2021 ,"alfegra,madina,Saudi Arabia",,,,After sunset,clear,hazy,Photographed,not seen,not seen,not seen,seen
shw42,Wed 12 May 2021 ,"Daeressalaam,Tanzania,Tanzania",,,,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,After sunset,clear,clear,Seen,not seen,seen,not sought,not sought
shw42,Wed 12 May 2021 ,"المهدية,المهدية,Tunisia","Mahdia, المهدية, معتمدية المهدية, Mahdia, 5129, Tunisia",35.5036811,11.0682429,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"Sarıyer,İSTANBUL,Turkey","Sarıyer, Istanbul, Marmara Region, Turkey",41.1685803,29.0572623,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"Abu Dhabi,Abu Dhabi,United Arab Emirates","Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4538352,54.3774014,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
shw42,Wed 12 May 2021 ,"الإمارات,دبي,United Arab Emirates","United Arab Emirates, Dubai, United Arab Emirates",25.22773555,55.174999621360726,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
shw42,Wed 12 May 2021 ,"Bolton,Greater Manchester,United Kingdom","Bolton, Greater Manchester, England, United Kingdom",53.5782863,-2.4300367,After sunset,partly cloudy,clear,Photographed,not seen,not seen,not seen,seen
shw42,Wed 12 May 2021 ,"Blacksburg,Virginia,United States","Blacksburg, Montgomery County, Virginia, United States",37.2296566,-80.4136767,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
shw42,Wed 12 May 2021 ,"‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States",,,,After sunset,partly cloudy,superb,Seen,seen,seen,seen,not sought
shw42,Thu 13 May 2021 ,"باتنة,باتنة,Algeria","Batna, Batna district, Batna, Algeria",35.5544227,6.1767747,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"Tutong,Tutong,Brunei Darussalam","Tutong, Mukim Pekan Tutong, Tutong District, TA1341, Brunei",4.806672,114.6594998,Before sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
shw42,Thu 13 May 2021 ,"القاهرة,القاهرة,Egypt","Cairo, Egypt",30.0443879,31.2357257,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"Ponorogo,Jawa Timur,Indonesia","Ponorogo, East Java, Java, Indonesia",-7.97122665,111.49889293326969,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
shw42,Thu 13 May 2021 ,"Shawa,GD,Libya",,,,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
shw42,Thu 13 May 2021 ,"انواكشوط,عرفات,Mauritania","Wilaya Nouakchott-Sud ولاية انواكشوط الجنوبية, الطريق السريع روصو, Nouakchott, Arafat, Nouakchott, Nouakchott-Sud Region, Mauritania",18.061746,-15.9723187,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"طنجة,طنجة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
shw42,Thu 13 May 2021 ,"بنسليمان ,بنسليمان,Morocco",,,,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"Kathmandu,Bagmati,Nepal","Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 46000, Nepal",27.708317,85.3205817,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"الخليل,الخليل,Palestine","Hebron, Area H1, West Bank, 150, Palestinian Territories",31.528902,35.0944873,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
shw42,Thu 13 May 2021 ,"المدينة المنورة ,المدينة المنورة ,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"الرس,الرس,Saudi Arabia","مقبرة الرس القديمة, Ar Rass, Al-Qassim Province, Saudi Arabia",25.86587295,43.503893938030295,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"الهفوف,الأحساء,Saudi Arabia","Al-Hofuf, Al Ahsa Governorate, Eastern Province, 36361-7365, Saudi Arabia",25.3696585,49.5865224,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"المهدية,المهدية,Tunisia","Mahdia, المهدية, معتمدية المهدية, Mahdia, 5129, Tunisia",35.5036811,11.0682429,Before sunset,clear,superb,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
shw42,Thu 13 May 2021 ,"Dubai,Dubai,United Arab Emirates","Dubai, United Arab Emirates",25.2653471,55.2924914,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
shw42,Thu 13 May 2021 ,"الإمارات,دبي,United Arab Emirates","United Arab Emirates, Dubai, United Arab Emirates",25.22773555,55.174999621360726,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
shw42,Mon 10 May 2021 ,"ڨمار,وادي سوف,Algeria",,,,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Mon 10 May 2021 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Mon 10 May 2021 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,After sunrise,clear,clear,Seen,not sought,not sought,seen,seen
shw42,Mon 10 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,After sunrise,clear,clear,Seen,not seen,not seen,seen,seen
shw42,Mon 10 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
shw42,Mon 10 May 2021 ,"إربد,إربد,Jordan","River Jordan, Irbid, Jordan",32.3635964,35.561242,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
shw42,Mon 10 May 2021 ,"شرق بريدة,القصيم,Saudi Arabia","Primary Health Care Centre, طريق الطرفية, حي الفايزية, Buraydah, Al-Qassim Province, 52382, Saudi Arabia",26.376951,43.97835170530756,After sunrise,clear,clear,Seen,not seen,seen,not sought,not sought
shw42,Mon 10 May 2021 ,"أملج,أملج ,Saudi Arabia","Umluj, Tabuk Province, Saudi Arabia",25.0302778,37.2622321,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
shw42,Mon 10 May 2021 ,"المدينة المنورة,المدينة المنورة,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,Before sunrise,clear,very hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Mon 10 May 2021 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,Before sunrise,clear,hazy,Seen,not seen,seen,not sought,not sought
shw42,Mon 10 May 2021 ,"Dubai,Dubai,United Arab Emirates","Dubai, United Arab Emirates",25.2653471,55.2924914,Before sunrise,clear,clear,Seen,seen,not sought,seen,not sought
shw42,Mon 10 May 2021 ,"دبي,دبي,United Arab Emirates","Dubai, United Arab Emirates",25.2653471,55.2924914,After sunrise,clear,superb,Seen,not sought,not sought,seen,not sought
shw42,Tue 11 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunrise,clear,hazy,Not Seen,not seen,not seen,not seen,not seen
shw42,Tue 11 May 2021 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,After sunrise,clear,clear,Seen by others,not seen,not seen,not seen,not sought
shw42,Tue 11 May 2021 ,"مدينة الصدر ,بغداد,Iraq","City alsaader, Al-Nura Subdistrict, Second Al-Sadr District, Baghdad, Second Al-Sadr Municipality, Baghdad Governorate, 74125, Iraq",33.3978583,44.4613766,After sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
shw42,Tue 11 May 2021 ,"المدينة المنورة,المدينة المنورة,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
shw42,Tue 11 May 2021 ,"Abu Dhabi,Abu Dhabi,Saudi Arabia","Embassy of Saudi Arabia, Mitrash Street, Al Safarat, Al Safarrat, Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4257899,54.4342131,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
kea42,Thu 10 June 2021 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
kea42,Thu 10 June 2021 ,"Ehingen,Bavaria,Germany","Ehingen, Hesselberg (VGem), Ansbach (district), Bavaria, 91725, Germany",49.0878789,10.5435707,Before sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
kea42,Thu 10 June 2021 ,"Accra,Greater Accra,Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",5.5571096,-0.2012376,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
